,Unnamed: 0,Tags,Name,compound_sf,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],compound_mw,compound_rt,Area_Max,# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass Defect: Standard MD,Mass Defect: Relative MD,Mass Defect: Kendrick MD [H2],Mass Defect: Kendrick MD [C H2],Mass Defect: Kendrick MD [C2 H4],Mass Defect: Kendrick MD [C H3 O],Mass Defect: Kendrick MD [O],MS2,Neutral Losses,Kat-3_neg,Kat-3_pos,Kat-6_neg,Kat-6_pos,CV_Kat-3_neg,CV_Kat-3_pos,CV_Kat-6_neg,CV_Kat-6_pos,NrC,NrH,NrN,NrO,NrP,NrS,NrBr,NrCl,H/C,O/C,N/C,P/C,S/C,Br/C,Cl/C,DBE,Ox#C,DU,DBEAI,CAI,AI,AIcolor,NKM,KMD-CH2,KMD-OCH2,KMD-C2H4O,KMD-CO,KMD-H2,KMD-COO,KMD-H2O,KMD-O,KMD-O2,KMD-S,KMD-OS,KMD-Cl,KMD-Br,KMD-NH3,MolClass,good_pos_CV,good_neg_CV,sum_pos,sum_neg,Kat-3,CV_Kat-3,Kat-6,CV_Kat-6,P_value_Kat-6/Kat-3,Log2_Kat-6/Kat-3,Reg_Kat-6/Kat-3,compound_mq,compound_name,compound_folder,id_as_str,compound_id,compound_iso_smiles,compound_can_smiles,compound_name_iupac,compound_xlogp,KMD-C2H4,KMD-C3H8,KMD-C3H8O,KMD-C5H6O,KMD-CH4,KMD-C2O,KMD-C2H2O,KMD-C3H6O,KMDrem-CH2,KMDn-CH2,KMDrescaled-CH2,KMDrem-OCH2,KMDn-OCH2,KMDrescaled-OCH2,KMDrem-C2H4O,KMDn-C2H4O,KMDrescaled-C2H4O,KMDrem-CO,KMDn-CO,KMDrescaled-CO,KMDrem-H2,KMDn-H2,KMDrescaled-H2,KMDrem-COO,KMDn-COO,KMDrescaled-COO,KMDrem-H2O,KMDn-H2O,KMDrescaled-H2O,KMDrem-O,KMDn-O,KMDrescaled-O,KMDrem-O2,KMDn-O2,KMDrescaled-O2,KMDrem-S,KMDn-S,KMDrescaled-S,KMDrem-OS,KMDn-OS,KMDrescaled-OS,KMDrem-Cl,KMDn-Cl,KMDrescaled-Cl,KMDrem-Br,KMDn-Br,KMDrescaled-Br,KMDrem-NH3,KMDn-NH3,KMDrescaled-NH3,KMDrem-C2H4,KMDn-C2H4,KMDrescaled-C2H4,KMDrem-C3H8,KMDn-C3H8,KMDrescaled-C3H8,KMDrem-C3H8O,KMDn-C3H8O,KMDrescaled-C3H8O,KMDrem-C5H6O,KMDn-C5H6O,KMDrescaled-C5H6O,KMDrem-CH4,KMDn-CH4,KMDrescaled-CH4,KMDrem-C2O,KMDn-C2O,KMDrescaled-C2O,KMDrem-C2H2O,KMDn-C2H2O,KMDrescaled-C2H2O,KMDrem-C3H6O,KMDn-C3H6O,KMDrescaled-C3H6O
18,18,,,C28 H58 O7,Full match,No results,Partial match,-0.21,506.41815,14.879,47255431.6169895,2,0,,,0.418145515426204,826,0.486176112758585,-0.147327675505153,-0.147327675505153,0.117908372251577,-0.420844632279625,DDA for other ion,NH3,0.0,106318.927125498,0.0,42910158.9369713,1000.0,4.49481582729015,1000.0,14.3209526800337,28,58,0,7,0,0,0,0,2.07142857142857,0.25,0.0,0.0,0.0,0,0.0,0.0,-1.57142857142857,0.0,-7.0,21,0.0,royalblue,506,0.14732335690911214,-0.23987452274263887,-0.11661091677734703,0.4898572583037435,-0.4861794506689989,0.46476252801159035,-0.1210939201008614,0.4208407660865987,0.4208407660865987,0.1394743992804024,0.2332979101678916,0.13077523061986085,0.05775513969018675,0.3714960165535217,CHO,2,0,43016477.8640968,0.0,106318.927125498,4.49481582729015,42910158.9369713,14.3209526800337,0.000270689959625625,8.65677698311145,#018571,0.0,None,Ruthenium2,0018,Ruthenium2_0018,None,None,None,,0.14732335690911214,0.30132426115000044,0.06682807268418856,-0.15973192073556675,-0.4293996644090612,-0.4825414101056822,-0.2907975642008864,-0.05287743006181245,H2 O7,28,8.132341480933048,C21 H44,7,9.874665956412956,C14 H30,7,4.502652615024075,C21 H58,7,11.089651677391275,C28 O7,29,222.2431414239561,C21 H58,7,7.057400704640911,C28 H44,7,21.1178443369614,C28 H58,7,24.661203967085903,C28 H58 O,3,12.830601983542952,C28 H58 O7,0,15.839394684314932,C28 H58 O7,0,10.557641799330918,C28 H58 O7,0,14.481980830529384,C28 H58 O7,0,6.416991761702323,C28 H58 O7,0,29.742859295722937,H2 O7,14,4.066170740466524,C7 H2 O7,7,4.493154086298474,C7 H2,7,1.4322212672308539,C3 H28 O2,5,1.1726809277303725,C14 H2 O7,14,17.589343979205164,C14 H58,7,5.662066140742137,C14 H44,7,5.054545279626795,C7 H16,7,1.7250514062280886
19,19,,Didecyldimethylammonium,C22 H47 N,Full match,Full match,Partial match,-0.95,325.37054,11.204,38758755.7421428,11,3,97.7,9.9,0.37054063023777,1139,-0.155725503029259,0.00722758651187405,0.00722758651187405,0.177640114217411,0.473988469047754,DDA for preferred ion,,0.0,6063301.21361276,0.0,34440578.7224924,1000.0,6.93142849600254,1000.0,17.7314805164098,22,47,1,0,0,0,0,0,2.13636363636363,0.0,0.0454545454545454,0.0,0.0,0,0.0,0.0,-2.0,0.0,-0.5,21,0.0,royalblue,325,-0.007226853555437174,-0.25599910468656617,-0.17680299760530716,-0.42964476953045505,0.15572684272655124,-0.4457679790685347,-0.17968329960910978,-0.47398744038770246,-0.47398744038770246,0.345236403177978,0.4055174306296294,0.33964724093203813,0.2927322825786973,0.13680269854842209,CHN,2,0,40503879.9361051,0.0,6063301.21361276,6.93142849600254,34440578.7224924,17.7314805164098,0.00130547329738713,2.50593398551564,#d9d9d9,0.977,Didecyldimethylammonium,Ruthenium2,0019,Ruthenium2_0019,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,Didecyl(dimethyl)azanium,9.3,-0.007226853555437174,0.09171777821444493,-0.058944577526688136,-0.20450797686652322,0.26472599632421634,-0.411911084107885,-0.28871684495260297,-0.13585462522030411,H3 N,22,1.214824073290389,C22 H47 N,0,10.841876983820459,C22 H47 N,0,7.390388939362529,C22 H47 N,0,11.622498405184908,C22 H N,23,138.4222906327781,C22 H47 N,0,7.396501785684153,C22 H47 N,0,18.065555202039103,C22 H47 N,0,20.342143628647083,C22 H47 N,0,10.171071814323541,C22 H47 N,0,10.176721074603513,C22 H47 N,0,6.783224860465234,C22 H47 N,0,9.30459038728264,C22 H47 N,0,4.122880741240751,C22 H44,1,18.10961807861801,H3 N,11,0.6074120366451945,C7 H7 N,5,2.3842861886333453,C22 H47 N,0,5.4176542466565625,C22 H47 N,0,3.965912418751864,C11 H3 N,11,9.29597399479038,C22 H47 N,0,8.135305541070766,C22 H47 N,0,7.744976840145338,C22 H47 N,0,5.605795946904948
20,20,,,C17 H16,Full match,No results,Partial match,-1.14,220.12495,11.575,38657880.6042143,159,0,,,0.124949005041174,568,0.415838516176933,-0.120845420809815,-0.120845420809815,-0.00555517695940466,0.194935212761834,DDA for preferred ion,C2H5;C2H6;C3H7;C4H8;CH3;CH3CH=CH2;CH4;H2C=CH2,0.0,37672908.3445165,0.0,567636.995803572,1000.0,3.69751418044872,1000.0,7.88590739165582,17,16,0,0,0,0,0,0,0.941176470588235,0.0,0.0,0.0,0.0,0,0.0,10.0,-0.941176470588235,10.0,10.0,17,0.588235294117647,darkorange,220,0.12084449693094257,-0.047458937490716835,0.006120096159520472,-0.164936516411899,-0.41583902012504836,-0.17584445138783167,0.004171467575730503,-0.19493593862546277,-0.19493593862546277,-0.31723755325936054,-0.27645525577861463,-0.3210188238683429,-0.352758491699916,0.21828570336401754,CH,2,0,38240545.34032,0.0,37672908.3445165,3.69751418044872,567636.995803572,7.88590739165582,1.32269128716437e-06,-6.05241498299249,#a6611a,0.0,None,Ruthenium2,0020,Ruthenium2_0020,None,None,None,,0.12084449693094257,0.18778412250711085,0.08585558427989781,-0.012623325339603753,0.30483044563456474,-0.15293903619453886,-0.06959367329122301,0.03382315256970969,C9,8,7.705671838501417,C17 H16,0,7.334923645499371,C17 H16,0,4.999866597053515,C17 H16,0,7.863042395628535,C17,8,101.20804379536601,C17 H16,0,5.004002159658837,C17 H16,0,12.222004383397563,C17 H16,0,13.762199158372109,C17 H16,0,6.8810995791860545,C17 H16,0,6.8849215089929485,C17 H16,0,4.589098040497518,C17 H16,0,6.294893416076762,C17 H16,0,2.7892785983118977,C17 H16,0,12.928350848334865,C9,4,3.8528359192507087,C11,2,2.995737864483234,C17 H16,0,3.66523991152484,C17 H16,0,2.6830838257705483,C13,4,9.73096372380806,C17 H16,0,5.503829739593195,C17 H16,0,5.239758193475532,C17 H16,0,3.7925246065933917
21,21,,,C18 H18,Full match,No results,Partial match,-1.6,234.14048,12.036,33974169.6704937,275,0,,,0.140475841008936,600,0.322544957043732,-0.120968507248449,-0.120968507248449,0.00166235616330823,0.214918125048484,DDA for preferred ion,C2H5;C2H6;C3H7;C4H8;C4H9;CH3;CH3CH=CH2;CH4;H2C=CH2,0.0,30719721.107732,0.0,603916.025749389,1000.0,14.9821845040928,1000.0,26.7254265271576,18,18,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,10.0,-1.0,10.0,10.0,18,0.555555555555555,darkorange,234,0.12096442732539003,-0.058055020134503366,-0.0010645669541702318,-0.18301248959832606,-0.32254856968646095,-0.19461494143791924,-0.003137266264019445,-0.21492199879665463,-0.21492199879665463,-0.34501065414968934,-0.30163171547124534,-0.34903268125472664,-0.3827932388885813,0.22460979258730163,CH,1,0,31323637.1334813,0.0,30719721.107732,14.9821845040928,603916.025749389,26.7254265271576,0.000346361796305446,-5.66867335082994,#a6611a,0.0,None,Ruthenium2,0021,Ruthenium2_0021,None,None,None,,0.12096442732539003,0.19216615190691755,0.08374774287958076,-0.02100139695298253,0.31666490717881857,-0.17025112030839296,-0.08159909210365868,0.02840236501035065,C9,9,7.705671838501417,C18 H18,0,7.801947515660613,C18 H18,0,5.3182144301463135,C18 H18,0,8.363692254894843,C18,9,107.1614581362699,C18 H18,0,5.32261330925588,C18 H18,0,13.000194868279344,C18 H18,0,14.63845579354737,C18 H18,0,7.319227896773685,C18 H18,0,7.323293173687675,C18 H18,0,4.881291719805629,C18 H18,0,6.695697245470755,C18 H18,0,2.9668754962347337,C18 H18,0,13.751515306453866,C10 H2,4,4.352835919250709,C12 H2,2,3.313822815948762,C18 H18,0,3.8986103747061573,C18 H18,0,2.8539191681462337,C14 H2,4,10.605231559339138,C18 H18,0,5.854265543689198,C18 H18,0,5.573380228072652,C18 H18,0,4.033999447376469
22,22,,Arachidic acid,C20 H40 O2,Full match,Full match,Full match,0.47,312.30298,12.978,31413216.7967231,19,6,94.6,9.7,0.302976947753677,970,-0.121829036381769,-0.0457446817453047,-0.0457446817453047,0.117823721246964,0.402270104277932,DDA for preferred ion,,5599887.79169721,0.0,30917780.7216458,0.0,5.00167121148132,1000.0,2.26617952618015,1000.0,20,40,0,2,0,0,0,0,2.0,0.1,0.0,0.0,0.0,0,0.0,1.0,-1.8,1.0,-1.0,18,0.0,royalblue,312,0.0457417321759408,-0.19303930611215492,-0.11702387998946051,-0.3597109986225746,0.12182669349692787,-0.3751866664131853,-0.11978850305303013,-0.40227277526616945,-0.40227277526616945,0.4242114160580286,0.48207143162863986,0.4188467262335962,0.37381597052865345,0.1839867568486966,CHO,0,2,0.0,36517668.513343,5599887.79169721,5.00167121148132,30917780.7216458,2.26617952618015,5.24952917132703e-07,2.46496694189805,#d9d9d9,0.946,Arachidic acid,Ruthenium2,0022,Ruthenium2_0022,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,Icosanoic acid,8.5,0.0457417321759408,0.14071254101668274,-0.003898900055332888,-0.14361616945768674,0.3067723879842106,-0.3426895350203836,-0.22444303364062534,-0.0777200797069213,O2,20,2.2824363545047253,C18 H36,2,8.406429662902367,C16 H32,2,5.093565329484776,C18 H40,2,9.155698624993232,C20 O2,20,134.9390124976912,C18 H40,2,5.826642333522522,C20 H36,2,15.339979951059474,C20 H40,2,17.52513270350522,C20 H40,1,8.76256635175261,C20 H40 O2,0,9.767988718178524,C20 H40 O2,0,6.510787062371555,C20 H40 O2,0,8.930885819113419,C20 H40 O2,0,3.9572915747230675,C20 H40 O2,0,18.342109647327,O2,10,1.1412181772523626,C5 O2,5,2.087707686356353,C14 H24,2,3.200062492858981,C10 H28,2,1.8066276435862314,C10 O2,10,9.480817402011876,C16 H40,2,5.808563501108875,C16 H36,2,5.4339117523706975,C14 H28,2,3.380647770963083
23,23,,,C15 H12,Full match,No results,Partial match,-0.32,192.09384,10.321,31301074.7621835,53,0,,,0.0938383237287326,489,-0.397630932297119,-0.120656193651996,-0.120656193651996,-0.0200472187829064,0.154912360686154,DDA for preferred ion,CH3;CH3CH=CH2;CH4;H;H2;H2C=CH2,0.0,27489890.9496765,0.0,484068.97024674,1000.0,19.6065813655314,1000.0,15.9714773848004,15,12,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0,0.0,10.0,-0.8,10.0,10.0,15,0.666666666666666,darkorange,192,0.12065458031148069,-0.02621678980463571,0.020539392615205543,-0.12873456095633173,0.3976296907840151,-0.1382534597271956,0.018838905926202187,-0.1549138023861758,-0.1549138023861758,-0.2616413078017388,-0.22605230197981996,-0.26494106455970723,-0.292638945577238,0.2056874469536467,CH,2,0,27973959.9199232,0.0,27489890.9496765,19.6065813655314,484068.97024674,15.9714773848004,0.000970629309629974,-5.82754475594245,#a6611a,0.0,None,Ruthenium2,0023,Ruthenium2_0023,None,None,None,,0.12065458031148069,0.17906999267199808,0.09012121919744231,0.004182792372915856,0.28121142492415174,-0.11826486160933314,-0.04553284824012849,0.04471469162413655,C9,6,7.705671838501417,C15 H12,0,6.4008759051768855,C15 H12,0,4.363170930867918,C15 H12,0,6.861742677095921,C15,6,89.30121511355824,C15 H12,0,4.366779860464751,C15 H12,0,10.665623413633998,C15 H12,0,12.009685888021586,C15 H12,0,6.004842944010793,C15 H12,0,6.008178179603496,C15 H12,0,4.004710681881296,C15 H12,0,5.493285757288776,C15 H12,0,2.4340848024662254,C15 H12,0,11.282021932096864,C9,3,3.8528359192507087,C12 H4,1,3.359567961552178,C15 H12,0,3.1984989851622063,C15 H12,0,2.341413141019178,C12,3,8.9824280527459,C15 H12,0,4.802958131401189,C15 H12,0,4.572514124281292,C15 H12,0,3.309574925027237
24,24,,Octyl decyl phthalate,C26 H42 O4,Full match,Full match,Full match,-0.91,418.30793,15.738,29817525.8356299,55,8,89.4,55.6,0.307927441636878,736,0.060069942534426,-0.159160715880773,-0.159160715880773,0.0599276844904466,0.440923658710233,DDA for preferred ion,,0.0,565175.772908416,0.0,25877056.0808611,1000.0,78.4576125433883,1000.0,21.5351613100868,26,42,0,4,0,0,0,0,1.61538461538461,0.153846153846153,0.0,0.0,0.0,0,0.0,6.0,-1.3076923076923,6.0,2.0,22,0.0909090909090909,royalblue,418,0.15915829333789588,-0.1606721541639331,-0.05885482424463362,-0.3839171923112872,-0.06007156263626712,-0.4046457635175784,-0.06255784286753396,-0.44092570591851654,-0.44092570591851654,0.32666204252547004,0.40416147382489953,0.31947641690140927,0.25916087906932717,0.3443278043802138,CHO,1,0,26442231.8537695,0.0,565175.772908416,78.4576125433883,25877056.0808611,21.5351613100868,0.00142783420665303,5.51683006360496,#018571,0.894,Octyl decyl phthalate,Ruthenium2,0024,Ruthenium2_0024,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,"2-o-decyl 1-o-octyl benzene-1,2-dicarboxylate",10.1,0.15915829333789588,0.2863650284659798,0.09266814933550904,-0.09447333022689008,-0.4912094575631727,-0.3611181360711271,-0.20273524384919028,-0.006210141387782642,C5 O4,21,8.845801508176905,C22 H34,4,9.93870172841303,C18 H26,4,5.501346237045896,C22 H42,4,10.9422963247589,C26 O4,21,186.53022422272804,C22 H42,4,6.963624470747064,C26 H34,4,19.225718747333598,C26 H42,4,22.15258160366383,C26 H42,2,11.076290801831915,C26 H42 O4,0,13.083553691287882,C26 H42 O4,0,8.720754554573787,C26 H42 O4,0,11.962311535810313,C26 H42 O4,0,5.300521763872921,C26 H42 O4,0,24.568003025605687,C6 H2 O4,10,4.922900754088452,C11 H2 O4,5,4.4935003241782345,C14 H10,4,2.9651285219808896,C6 H18,4,1.0987177191261455,C16 H2 O4,10,16.09322428424404,C18 H42,4,6.459037450407674,C18 H34,4,5.957217023339768,C14 H18,4,3.2070101672303477
28,28,,trans-10-Heptadecenoic acid,C17 H32 O2,Full match,Full match,Full match,0.19,268.24028,10.291,24973438.7576825,285,2,80.2,9.0,0.240280163746775,896,0.157589044743986,-0.0592404764666981,-0.0592404764666981,0.0812501287571195,0.325564090223281,DDA for preferred ion,,10495697.466262,0.0,24381214.2029737,0.0,3.90247412310198,1000.0,3.4351529430284,1000.0,17,32,0,2,0,0,0,0,1.88235294117647,0.117647058823529,0.0,0.0,0.0,0,0.0,2.0,-1.64705882352941,2.0,0.0,15,0.0,royalblue,268,0.05924072529364821,-0.14585079374694487,-0.08056035307464526,-0.28900684517833497,-0.15758829334549773,-0.30229905731590634,-0.08293491659833307,-0.32556359812440405,-0.32556359812440405,-0.47459813216448765,-0.4249015625785546,-0.4792059200908625,0.4821166951498981,0.1779808158519245,CHO,0,2,0.0,34876911.6692357,10495697.466262,3.90247412310198,24381214.2029737,3.4351529430284,1.34148832862224e-05,1.21597193442016,#d9d9d9,0.802,trans-10-Heptadecenoic acid,Ruthenium2,0028,Ruthenium2_0028,CCCCCC/C=C/CCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCCC(=O)O,Heptadec-10-enoic acid,6.9,0.05924072529364821,0.1408121414717698,0.01660386960594451,-0.10340074727383808,0.283442672398337,-0.2743869329294739,-0.172823782173964,-0.04680190993440192,C O2,16,3.138622114338216,C15 H28,2,6.938193369391778,C13 H24,2,4.092738878481485,C15 H32,2,7.5817484680944585,C17 O2,16,117.07876947497954,C15 H32,2,4.824988064343518,C17 H28,2,12.893493623126046,C17 H32,2,14.770344615800848,C17 H32,1,7.385172307900424,C17 H32 O2,0,8.389829636225747,C17 H32 O2,0,5.592184412476069,C17 H32 O2,0,7.670833032751316,C17 H32 O2,0,3.398959918023858,C17 H32 O2,0,15.75423350189354,C O2,8,1.569311057169108,C5 O2,4,2.087707686356353,C11 H16,2,2.4663891074753033,C7 H20,2,1.269553061501831,C9 O2,8,8.732281730949719,C13 H32,2,4.706858429927659,C13 H28,2,4.385066049170948,C11 H20,2,2.6214957278673037
31,31,,,C16 H14,Full match,No results,Partial match,-0.74,206.1094,11.111,21544722.392345,166,0,,,0.109397542923887,531,-0.490892359635183,-0.120746933022787,-0.120746933022787,-0.0127973216316661,0.174927666496075,DDA for preferred ion,C2H5;C2H6;C4H7;CH3;CH3CH=CH2;CH4;H2C=CH2,0.0,19728001.9585794,0.0,490057.130604461,1000.0,13.0232685594105,1000.0,25.7450745960599,16,14,0,0,0,0,0,0,0.875,0.0,0.0,0.0,0.0,0,0.0,10.0,-0.875,10.0,10.0,16,0.625,darkorange,206,0.1207445442043138,-0.036842861887521394,0.013324747364549694,-0.14684053959234689,0.4908903741508652,-0.15705395671352562,0.01150018968388622,-0.17492987209550392,-0.17492987209550392,-0.289444434898229,-0.2512587823205479,-0.29298494866759484,-0.32270372381307766,0.21198158295521807,CH,1,0,20218059.0891838,0.0,19728001.9585794,13.0232685594105,490057.130604461,25.7450745960599,0.000204888631730102,-5.33115109019065,#a6611a,0.0,None,Ruthenium2,0031,Ruthenium2_0031,None,None,None,,0.1207445442043138,0.18342206469313282,0.08798340652697334,-0.004225263931914469,0.29301594504156014,-0.1356069495377028,-0.05756825950825828,0.03926392570335224,C9,7,7.705671838501417,C16 H14,0,6.867899775338128,C16 H14,0,4.6815187639607165,C16 H14,0,7.362392536362228,C16,7,95.25462945446213,C16 H14,0,4.685391010061794,C16 H14,0,11.44381389851578,C16 H14,0,12.885942523196848,C16 H14,0,6.442971261598424,C16 H14,0,6.4465498442982225,C16 H14,0,4.296904361189407,C16 H14,0,5.894089586682769,C16 H14,0,2.6116817003890618,C16 H14,0,12.105186390215865,C10 H2,3,4.352835919250709,C13 H6,1,3.677652913017706,C16 H14,0,3.4318694483435235,C16 H14,0,2.512248483394863,C13 H2,3,9.856695888276981,C16 H14,0,5.153393935497192,C16 H14,0,4.906136158878412,C16 H14,0,3.551049765810314
33,33,,"2,4-Bis-(octylmercapto)-6-(4-hydroxy-3,5-di-tert-butylanilino)-1,3,5-triazine",C33 H56 N4 O S2,Full match,Full match,Full match,-0.16,588.38946,15.977,20112025.3843641,1,2,98.1,9.9,0.389462077054645,662,-0.178955113811071,-0.267541368768661,-0.267541368768661,0.0406270822337547,-0.423466228892948,DDA for preferred ion,C4H8,0.0,691118.425961289,0.0,17988288.0255224,1000.0,93.4922913231715,1000.0,16.6965203777647,33,56,4,1,0,2,0,0,1.69696969696969,0.0303030303030303,0.121212121212121,0.0,0.0606060606060606,0,0.0,8.0,-1.15151515151515,8.0,3.0,26,0.115384615384615,royalblue,588,0.26754363052987173,-0.18232798509347958,-0.03911233108988199,-0.49634313523233686,0.17895846655142122,0.474500179120696,-0.04432097518122191,0.42346902673943987,0.42346902673943987,0.09655932844509607,0.20556957009307553,0.08645206994617638,0.0016125912046618396,-0.47199803053638334,CHS,1,0,18679406.4514836,0.0,691118.425961289,93.4922913231715,17988288.0255224,16.6965203777647,0.000619332048753933,4.70198113579981,#018571,0.981,"2,4-Bis-(octylmercapto)-6-(4-hydroxy-3,5-di-tert-butylanilino)-1,3,5-triazine",Ruthenium2,0033,Ruthenium2_0033,None,None,None,,0.26754363052987173,0.4464718717189271,0.17401898727268872,-0.08921311091705775,-0.24066571600133102,-0.46427411758384096,-0.2414936782370205,0.03493736841733153,C5 N4 O S2,28,13.98089650389967,C32 H54 N4 S2,1,18.606080758089803,C31 H52 N4 S2,1,12.364527433309501,C32 H56 N4 S2,1,20.01772992655077,C33 N4 O S2,28,263.9105677942176,C32 H56 N4 S2,1,12.739186531617365,C33 H54 N4 S2,1,31.669134206141578,C33 H56 N4 S2,1,35.78603911214801,C33 H56 N4 O S2,0,18.393019556074005,C33 H56 N4 O,2,16.403235485791512,C33 H56 N4 S,1,11.266552610127471,C33 H56 N4 O S2,0,16.82610408015588,C33 H56 N4 O S2,0,7.455676991112216,C33 H44 O S2,4,30.557181921982416,C5 N4 O S2,14,6.990448251949835,C12 N4 O S2,7,6.353491426922282,C30 H48 N4 S2,1,8.797101261881993,C28 H50 N4 S2,1,6.17182082748191,C19 N4 O S2,14,22.702547520118614,C31 H56 N4 S2,1,13.711609223015166,C31 H54 N4 S2,1,13.005752105842125,C30 H50 N4 S2,1,9.137330299210022
34,34,,,C19 H36 N4 S2,Full match,No results,Partial match,-1.05,384.23773,14.508,19126285.6055151,1,0,,,0.237733937161295,619,0.254406766580587,-0.191310992231081,-0.191310992231081,0.00993317496750024,0.359897926218423,DDA for preferred ion,,0.0,2539450.71807012,0.0,15619884.9957329,1000.0,6.2422746459267,1000.0,31.7467081148294,19,36,4,0,0,2,0,0,1.89473684210526,0.0,0.210526315789473,0.0,0.105263157894736,0,0.0,4.0,-1.05263157894736,4.0,0.0,13,0.0,royalblue,384,0.19131504712999003,-0.10246596039945643,-0.008941413248578556,-0.3075282136814508,-0.25440201639236193,-0.3265684913697555,-0.012342829687952417,-0.35989351753568144,-0.35989351753568144,0.4266236638094938,0.497810948159497,0.42002329054275833,0.36462031183202726,0.36140293570559834,CHS,1,0,18159335.713803,0.0,2539450.71807012,6.2422746459267,15619884.9957329,31.7467081148294,0.0102879435145743,2.62079544977972,#d9d9d9,0.0,None,Ruthenium2,0034,Ruthenium2_0034,None,None,None,,0.19131504712999003,0.30816109197155583,0.13024036944261752,-0.04165887544110092,-0.4875294306006026,-0.2865860871100381,-0.1411031100644209,0.0394154836370717,C N4 S2,18,9.414935287313343,C19 H36 N4 S2,0,12.803429178101098,C19 H36 N4 S2,0,8.727485243095503,C19 H36 N4 S2,0,13.725283493388341,C19 N4 S2,18,172.62740418175656,C19 H36 N4 S2,0,8.73470404801944,C19 H36 N4 S2,0,21.33404178423704,C19 H36 N4 S2,0,24.022518948408724,C19 H36 N4 S2,0,12.011259474204362,C19 H36 N4,2,10.017930819397746,C19 H36 N4 S2,0,8.01047080959386,C19 H36 N4 S2,0,10.988011045743697,C19 H36 N4 S2,0,4.8688074637821455,C19 H24 S2,4,18.567000350148753,C N4 S2,9,4.707467643656671,C7 H4 N4 S2,4,4.720278360295657,C19 H36 N4 S2,0,6.397836146086144,C19 H36 N4 S2,0,4.683439856015432,C10 N4 S2,9,14.967996134864041,C19 H36 N4 S2,0,9.607174891649542,C19 H36 N4 S2,0,9.146226488901856,C19 H36 N4 S2,0,6.62001713358236
36,36,,,C19 H20,Full match,No results,Partial match,-1.16,248.15621,12.457,18620615.2667383,307,0,,,0.156212808396333,629,0.229459897812148,-0.120881696903012,-0.120881696903012,0.00908989612628375,0.235111235563664,DDA for preferred ion,C2H5;C2H6;C3H7;C4H10;C4H8;C4H9;CH3;CH3CH=CH2;CH4;H2C=CH2,0.0,16740181.958197,0.0,463741.519009548,1000.0,15.8859341834995,1000.0,23.3207694600758,19,20,0,0,0,0,0,0,1.05263157894736,0.0,0.0,0.0,0.0,0,0.0,10.0,-1.05263157894736,10.0,10.0,19,0.526315789473684,darkorange,248,0.12088458104250321,-0.06885103237189583,-0.00844911098087664,-0.20128849911546354,-0.22945656639259937,-0.21358547772945258,-0.010645882787315486,-0.23510812255531732,-0.23510812255531732,-0.3729839297476474,-0.32700831281778164,-0.3772467167843274,-0.41302819305835214,0.2307341936659384,CH,2,0,17203923.4772065,0.0,16740181.958197,15.8859341834995,463741.519009548,23.3207694600758,0.000449596722683159,-5.17385050148833,#a6611a,0.0,None,Ruthenium2,0036,Ruthenium2_0036,None,None,None,,0.12088458104250321,0.19634846544906281,0.08144009301193478,-0.02957936650921056,0.32829975921080745,-0.18776322985240768,-0.09380446062075976,0.02278172170832704,C9,10,7.705671838501417,C19 H20,0,8.268971385821855,C19 H20,0,5.636562263239112,C19 H20,0,8.864342114161149,C19,10,113.11487247717378,C19 H20,0,5.641224458852922,C19 H20,0,13.778385353161125,C19 H20,0,15.51471242872263,C19 H20,0,7.757356214361315,C19 H20,0,7.7616648383824005,C19 H20,0,5.173485399113741,C19 H20,0,7.096501074864747,C19 H20,0,3.1444723941575696,C19 H20,0,14.574679764572865,C9,5,3.8528359192507087,C13 H4,2,3.63190776741429,C19 H20,0,4.131980837887474,C19 H20,0,3.0247545105219187,C14,5,10.479499394870217,C19 H20,0,6.204701347785201,C19 H20,0,5.907002262669771,C19 H20,0,4.275474288159546
